Name,Gender,Age,Height(cm),Weight(kg),Lifestyle,Exercise,Daily Calories Intake,Target,"How motivated are you for being healthy
(in %)",Body Mass Index (BMI),Basal Metabolic Rate (BMR),Type,Body Fat Percentage (BFP),Body Type,"Daily Calorie Need (Based on BMR and Exercise)
(in Calorie)","Total Daily Energy Expenditure (TDEE) (Based on BMR and Lifestyle)
(in Calorie)",Suggestion
A9887,Female,60,176,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3260,Maintain Weight,90,15.50,1159.06,Adult Female,26.9950,Underweight,1999,2608,BALANCE DIET (55:25:20)
A9888,Female,60,176,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2425,Gain Muscle,66,16.79,1197.32,Adult Female,28.5446,Underweight,2065,2694,ZONE DIET (40:30:30)
A9889,Female,60,176,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3531,Loose Weight,95,18.08,1235.57,Adult Female,30.0942,Underweight,1483,2780,BALANCE DIET (55:25:20)
A9890,Female,60,176,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3669,Maintain Weight,65,19.37,1273.82,Adult Female,31.6438,Normal,1752,2866,BALANCE DIET (55:25:20)
A9891,Female,60,176,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2923,Gain Muscle,81,20.66,1312.07,Adult Female,33.1934,Normal,2034,2952,HIGH CARB DIET(60:20:20)
A9892,Female,60,176,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3129,Loose Weight,62,21.95,1350.32,Adult Female,34.7430,Normal,2329,3038,LOW CARB DIET (25:35:40)
A9893,Female,60,176,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3281,Maintain Weight,78,23.24,1388.58,Adult Female,36.2926,Normal,1666,3124,BALANCE DIET (55:25:20)
A9894,Female,60,176,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2472,Gain Muscle,75,24.54,1426.83,Adult Female,37.8421,Normal,1962,3210,ZONE DIET (40:30:30)
A9895,Female,60,176,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2604,Loose Weight,67,25.83,1465.08,Adult Female,39.3917,Overweight,2271,3296,LOW CARB DIET (25:35:40)
A9896,Female,60,176,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),4296,Maintain Weight,65,27.12,1503.33,Adult Female,40.9413,Overweight,2593,3382,BALANCE DIET (55:25:20)
A9897,Female,60,176,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2914,Gain Muscle,62,28.41,1541.58,Adult Female,42.4909,Overweight,1850,3469,HIGH CARB DIET(60:20:20)
A9898,Female,60,176,92,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3661,Loose Weight,77,29.70,1579.84,Adult Female,44.0405,Overweight,2172,3555,LOW CARB DIET (25:35:40)
A9899,Female,60,182,40,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3002,Maintain Weight,94,12.08,1093.66,Adult Female,22.8910,Underweight,1695,2461,BALANCE DIET (55:25:20)
A9900,Female,60,182,44,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2012,Gain Muscle,80,13.28,1131.91,Adult Female,24.3401,Underweight,1953,2547,HIGH CARB DIET(60:20:20)
A9901,Female,60,182,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2633,Loose Weight,72,14.49,1170.16,Adult Female,25.7892,Underweight,1404,2633,BALANCE DIET (55:25:20)
A9902,Female,60,182,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2474,Maintain Weight,81,15.70,1208.42,Adult Female,27.2383,Underweight,1662,2719,BALANCE DIET (55:25:20)
A9903,Female,60,182,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),1964,Gain Muscle,64,16.91,1246.67,Adult Female,28.6874,Underweight,1932,2805,ZONE DIET (40:30:30)
A9904,Female,60,182,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2486,Loose Weight,88,18.11,1284.92,Adult Female,30.1365,Underweight,2216,2891,BALANCE DIET (55:25:20)
A9905,Female,60,182,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2114,Maintain Weight,81,19.32,1323.17,Adult Female,31.5856,Normal,1588,2977,BALANCE DIET (55:25:20)
A9906,Female,60,182,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3492,Gain Muscle,80,20.53,1361.42,Adult Female,33.0347,Normal,1872,3063,HIGH CARB DIET(60:20:20)
A9907,Female,60,182,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2803,Loose Weight,95,21.74,1399.68,Adult Female,34.4838,Normal,2169,3149,LOW CARB DIET (25:35:40)
A9908,Female,60,182,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3462,Maintain Weight,90,22.94,1437.93,Adult Female,35.9329,Normal,2480,3235,BALANCE DIET (55:25:20)
A9909,Female,60,182,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3620,Gain Muscle,77,24.15,1476.18,Adult Female,37.3820,Normal,1771,3321,ZONE DIET (40:30:30)
A9910,Female,60,182,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3987,Loose Weight,62,25.36,1514.43,Adult Female,38.8311,Overweight,2082,3407,LOW CARB DIET (25:35:40)
A9911,Female,60,182,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2795,Maintain Weight,93,26.57,1552.68,Adult Female,40.2802,Overweight,2407,3494,ZONE DIET (40:30:30)
A9912,Female,60,182,92,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3830,Gain Muscle,70,27.77,1590.94,Adult Female,41.7293,Overweight,2744,3580,ZONE DIET (40:30:30)
A9913,Female,65,152,40,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2466,Loose Weight,80,17.31,1014.78,Adult Female,30.3256,Underweight,1218,2283,BALANCE DIET (55:25:20)
A9914,Female,65,152,44,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2322,Maintain Weight,94,19.04,1053.03,Adult Female,32.4032,Normal,1448,2369,BALANCE DIET (55:25:20)
A9915,Female,65,152,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),1743,Gain Muscle,94,20.78,1091.28,Adult Female,34.4807,Normal,1691,2455,HIGH CARB DIET(60:20:20)
A9916,Female,65,152,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2567,Loose Weight,84,22.51,1129.54,Adult Female,36.5583,Normal,1948,2541,LOW CARB DIET (25:35:40)
A9917,Female,65,152,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2233,Maintain Weight,68,24.24,1167.79,Adult Female,38.6359,Normal,1401,2628,BALANCE DIET (55:25:20)
A9918,Female,65,152,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2388,Gain Muscle,73,25.97,1206.04,Adult Female,40.7134,Overweight,1658,2714,BALANCE DIET (55:25:20)
A9919,Female,65,152,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2772,Loose Weight,92,27.70,1244.29,Adult Female,42.7910,Overweight,1929,2800,KETOGENIC DIET (5:35:60)
A9920,Female,65,152,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2251,Maintain Weight,78,29.43,1282.54,Adult Female,44.8686,Overweight,2212,2886,BALANCE DIET (55:25:20)
A9921,Female,65,152,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2467,Gain Muscle,73,31.16,1320.80,Adult Female,46.9461,Obese,1585,2972,HIGH CARB DIET(60:20:20)
A9922,Female,65,152,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2538,Loose Weight,64,32.89,1359.05,Adult Female,49.0237,Obese,1869,3058,LOW CARB DIET (25:35:40)
A9923,Female,65,152,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3710,Maintain Weight,76,34.63,1397.30,Adult Female,51.1012,Obese,2166,3144,LOW CARB DIET (25:35:40)
A9924,Female,65,152,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3488,Gain Muscle,76,36.36,1435.55,Adult Female,53.1788,Obese,2476,3230,ZONE DIET (40:30:30)
A9925,Female,65,152,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2918,Loose Weight,84,38.09,1473.80,Adult Female,55.2564,Obese,1769,3316,KETOGENIC DIET (5:35:60)
A9926,Female,65,152,92,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),4355,Maintain Weight,86,39.82,1512.06,Adult Female,57.3339,Obese,2079,3402,LOW CARB DIET (25:35:40)
A9927,Female,65,158,40,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2770,Gain Muscle,66,16.02,1025.88,Adult Female,28.7777,Underweight,1590,2308,ZONE DIET (40:30:30)
A9928,Female,65,158,44,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2753,Loose Weight,94,17.63,1064.13,Adult Female,30.7005,Underweight,1836,2394,BALANCE DIET (55:25:20)
A9929,Female,65,158,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3150,Maintain Weight,83,19.23,1102.38,Adult Female,32.6232,Normal,1323,2480,BALANCE DIET (55:25:20)
A9930,Female,65,158,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),1848,Gain Muscle,86,20.83,1140.64,Adult Female,34.5460,Normal,1568,2566,HIGH CARB DIET(60:20:20)
A9931,Female,65,158,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3210,Loose Weight,60,22.43,1178.89,Adult Female,36.4688,Normal,1827,2652,LOW CARB DIET (25:35:40)
A9932,Female,65,158,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2766,Maintain Weight,75,24.03,1217.14,Adult Female,38.3915,Normal,2100,2739,BALANCE DIET (55:25:20)
A9933,Female,65,158,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2542,Gain Muscle,81,25.64,1255.39,Adult Female,40.3143,Overweight,2166,2825,ZONE DIET (40:30:30)
A9934,Female,65,158,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2503,Loose Weight,80,27.24,1293.64,Adult Female,42.2371,Overweight,1552,2911,KETOGENIC DIET (5:35:60)
A9935,Female,65,158,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2218,Maintain Weight,62,28.84,1331.90,Adult Female,44.1598,Overweight,1831,2997,BALANCE DIET (55:25:20)
A9936,Female,65,158,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2220,Gain Muscle,67,30.44,1370.15,Adult Female,46.0826,Obese,2124,3083,HIGH CARB DIET(60:20:20)
A9937,Female,65,158,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),4088,Loose Weight,83,32.05,1408.40,Adult Female,48.0054,Obese,2429,3169,KETOGENIC DIET (5:35:60)
A9938,Female,65,158,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2344,Maintain Weight,74,33.65,1446.65,Adult Female,49.9281,Obese,1736,3255,BALANCE DIET (55:25:20)
A9939,Female,65,158,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3541,Gain Muscle,64,35.25,1484.90,Adult Female,51.8509,Obese,2042,3341,ZONE DIET (40:30:30)
A9940,Female,65,158,92,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),4215,Loose Weight,89,36.85,1523.16,Adult Female,53.7737,Obese,2361,3427,KETOGENIC DIET (5:35:60)
A9941,Female,65,164,40,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2823,Maintain Weight,86,14.87,1036.98,Adult Female,27.3965,Underweight,1789,2333,BALANCE DIET (55:25:20)
A9942,Female,65,164,44,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3072,Gain Muscle,82,16.36,1075.23,Adult Female,29.1812,Underweight,1290,2419,HIGH CARB DIET(60:20:20)
A9943,Female,65,164,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2606,Loose Weight,71,17.85,1113.48,Adult Female,30.9658,Underweight,1531,2505,BALANCE DIET (55:25:20)
A9944,Female,65,164,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),1814,Maintain Weight,74,19.33,1151.74,Adult Female,32.7505,Normal,1785,2591,BALANCE DIET (55:25:20)
A9945,Female,65,164,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3240,Gain Muscle,84,20.82,1189.99,Adult Female,34.5351,Normal,2053,2677,HIGH CARB DIET(60:20:20)
A9946,Female,65,164,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2819,Loose Weight,62,22.31,1228.24,Adult Female,36.3198,Normal,1474,2764,LOW CARB DIET (25:35:40)
A9947,Female,65,164,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2622,Maintain Weight,87,23.80,1266.49,Adult Female,38.1044,Normal,1741,2850,BALANCE DIET (55:25:20)
A9948,Female,65,164,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2495,Gain Muscle,75,25.28,1304.74,Adult Female,39.8891,Overweight,2022,2936,BALANCE DIET (55:25:20)
A9949,Female,65,164,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2327,Loose Weight,92,26.77,1343.00,Adult Female,41.6737,Overweight,2317,3022,KETOGENIC DIET (5:35:60)
A9950,Female,65,164,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),4009,Maintain Weight,76,28.26,1381.25,Adult Female,43.4584,Overweight,1657,3108,BALANCE DIET (55:25:20)
A9951,Female,65,164,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3098,Gain Muscle,91,29.74,1419.50,Adult Female,45.2430,Overweight,1952,3194,ZONE DIET (40:30:30)
A9952,Female,65,164,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),4133,Loose Weight,68,31.23,1457.75,Adult Female,47.0277,Obese,2260,3280,LOW CARB DIET (25:35:40)
A9953,Female,65,164,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),4006,Maintain Weight,91,32.72,1496.00,Adult Female,48.8123,Obese,2581,3366,LOW CARB DIET (25:35:40)
A9954,Female,65,164,92,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3383,Gain Muscle,74,34.21,1534.26,Adult Female,50.5970,Obese,1841,3452,ZONE DIET (40:30:30)
A9955,Female,65,170,40,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2453,Loose Weight,86,13.84,1048.08,Adult Female,26.1590,Underweight,1441,2358,BALANCE DIET (55:25:20)
A9956,Female,65,170,44,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2444,Maintain Weight,69,15.22,1086.33,Adult Female,27.8199,Underweight,1684,2444,BALANCE DIET (55:25:20)
A9957,Female,65,170,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),1771,Gain Muscle,86,16.61,1124.58,Adult Female,29.4808,Underweight,1940,2530,HIGH CARB DIET(60:20:20)
A9958,Female,65,170,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),1858,Loose Weight,86,17.99,1162.84,Adult Female,31.1417,Underweight,1395,2616,BALANCE DIET (55:25:20)
A9959,Female,65,170,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3081,Maintain Weight,65,19.38,1201.09,Adult Female,32.8026,Normal,1651,2702,BALANCE DIET (55:25:20)
A9960,Female,65,170,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2482,Gain Muscle,70,20.76,1239.34,Adult Female,34.4635,Normal,1921,2789,ZONE DIET (40:30:30)
A9961,Female,65,170,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2012,Loose Weight,61,22.15,1277.59,Adult Female,36.1244,Normal,2204,2875,LOW CARB DIET (25:35:40)
A9962,Female,65,170,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2576,Maintain Weight,69,23.53,1315.84,Adult Female,37.7853,Normal,1579,2961,BALANCE DIET (55:25:20)
A9963,Female,65,170,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3534,Gain Muscle,80,24.91,1354.10,Adult Female,39.4462,Overweight,1862,3047,ZONE DIET (40:30:30)
A9964,Female,65,170,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3070,Loose Weight,71,26.30,1392.35,Adult Female,41.1071,Overweight,2158,3133,LOW CARB DIET (25:35:40)
A9965,Female,65,170,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2929,Maintain Weight,76,27.68,1430.60,Adult Female,42.7680,Overweight,2468,3219,BALANCE DIET (55:25:20)
A9966,Female,65,170,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3404,Gain Muscle,73,29.07,1468.85,Adult Female,44.4289,Overweight,1763,3305,ZONE DIET (40:30:30)
A9967,Female,65,170,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2848,Loose Weight,74,30.45,1507.10,Adult Female,46.0898,Obese,2072,3391,LOW CARB DIET (25:35:40)
A9968,Female,65,170,92,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2886,Maintain Weight,75,31.83,1545.36,Adult Female,47.7507,Obese,2395,3477,BALANCE DIET (55:25:20)
A9969,Female,65,176,40,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2741,Gain Muscle,68,12.91,1059.18,Adult Female,25.0459,Underweight,1827,2383,ZONE DIET (40:30:30)
A9970,Female,65,176,44,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2296,Loose Weight,92,14.20,1097.43,Adult Female,26.5955,Underweight,1317,2469,BALANCE DIET (55:25:20)
A9971,Female,65,176,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3194,Maintain Weight,90,15.50,1135.68,Adult Female,28.1450,Underweight,1562,2555,BALANCE DIET (55:25:20)
A9972,Female,65,176,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2747,Gain Muscle,87,16.79,1173.94,Adult Female,29.6946,Underweight,1820,2641,HIGH CARB DIET(60:20:20)
A9973,Female,65,176,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3518,Loose Weight,90,18.08,1212.19,Adult Female,31.2442,Underweight,2091,2727,BALANCE DIET (55:25:20)
A9974,Female,65,176,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2729,Maintain Weight,87,19.37,1250.44,Adult Female,32.7938,Normal,1501,2813,BALANCE DIET (55:25:20)
A9975,Female,65,176,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2407,Gain Muscle,69,20.66,1288.69,Adult Female,34.3434,Normal,1772,2900,ZONE DIET (40:30:30)
A9976,Female,65,176,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3851,Loose Weight,73,21.95,1326.94,Adult Female,35.8930,Normal,2057,2986,LOW CARB DIET (25:35:40)
A9977,Female,65,176,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2857,Maintain Weight,73,23.24,1365.20,Adult Female,37.4426,Normal,2355,3072,BALANCE DIET (55:25:20)
A9978,Female,65,176,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3158,Gain Muscle,87,24.54,1403.45,Adult Female,38.9921,Normal,2421,3158,HIGH CARB DIET(60:20:20)
A9979,Female,65,176,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),4087,Loose Weight,81,25.83,1441.70,Adult Female,40.5417,Overweight,1730,3244,KETOGENIC DIET (5:35:60)
A9980,Female,65,176,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3430,Maintain Weight,67,27.12,1479.95,Adult Female,42.0913,Overweight,2035,3330,BALANCE DIET (55:25:20)
A9981,Female,65,176,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2494,Gain Muscle,70,28.41,1518.20,Adult Female,43.6409,Overweight,2353,3416,HIGH CARB DIET(60:20:20)
A9982,Female,65,176,92,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3817,Loose Weight,82,29.70,1556.46,Adult Female,45.1905,Overweight,2685,3502,KETOGENIC DIET (5:35:60)
A9983,Female,65,182,40,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2625,Maintain Weight,81,12.08,1070.28,Adult Female,24.0410,Underweight,1284,2408,BALANCE DIET (55:25:20)
A9984,Female,65,182,44,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2045,Gain Muscle,71,13.28,1108.53,Adult Female,25.4901,Underweight,1524,2494,ZONE DIET (40:30:30)
A9985,Female,65,182,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2322,Loose Weight,64,14.49,1146.78,Adult Female,26.9392,Underweight,1778,2580,BALANCE DIET (55:25:20)
A9986,Female,65,182,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3386,Maintain Weight,70,15.70,1185.04,Adult Female,28.3883,Underweight,2044,2666,BALANCE DIET (55:25:20)
A9987,Female,65,182,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2064,Gain Muscle,89,16.91,1223.29,Adult Female,29.8374,Underweight,1468,2752,HIGH CARB DIET(60:20:20)
A9988,Female,65,182,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3349,Loose Weight,80,18.11,1261.54,Adult Female,31.2865,Underweight,1735,2838,BALANCE DIET (55:25:20)
A9989,Female,65,182,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3334,Maintain Weight,65,19.32,1299.79,Adult Female,32.7356,Normal,2015,2925,BALANCE DIET (55:25:20)
A9990,Female,65,182,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2168,Gain Muscle,72,20.53,1338.04,Adult Female,34.1847,Normal,2308,3011,ZONE DIET (40:30:30)
A9991,Female,65,182,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3468,Loose Weight,67,21.74,1376.30,Adult Female,35.6338,Normal,1652,3097,LOW CARB DIET (25:35:40)
A9992,Female,65,182,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2292,Maintain Weight,83,22.94,1414.55,Adult Female,37.0829,Normal,1945,3183,BALANCE DIET (55:25:20)
A9993,Female,65,182,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3007,Gain Muscle,80,24.15,1452.80,Adult Female,38.5320,Normal,2252,3269,HIGH CARB DIET(60:20:20)
